text,intent
i want to test drive at a specific time,book_test_drive
please arrange a test drive appointment soon,book_test_drive
can i test drive before making final decision,book_test_drive
i would like to book a quick vehicle demo,book_test_drive
i want to contact the seller,contact_seller
give me seller contact details,contact_seller
how can i reach the seller,contact_seller
contact car owner,contact_seller
seller phone number please,contact_seller
seller email address,contact_seller
connect me with the seller,contact_seller
talk to the seller,contact_seller
call the seller,contact_seller
message the seller,contact_seller
how do i contact the owner,contact_seller
seller details please,contact_seller
get seller information,contact_seller
reach out to seller,contact_seller
seller contact info,contact_seller
can i speak to the seller,contact_seller
need seller phone number,contact_seller
share seller contact,contact_seller
seller communication,contact_seller
contact dealership,contact_seller
dealer contact details,contact_seller
connect with dealer,contact_seller
dealer phone number,contact_seller
dealer email address,contact_seller
how to contact dealer,contact_seller
i would like to contact the seller,contact_seller
please provide seller contact,contact_seller
can you give me the seller number,contact_seller
i need to talk with the owner,contact_seller
how can i get in touch with seller,contact_seller
please share dealer contact info,contact_seller
can you connect me to the owner,contact_seller
i want the seller phone number,contact_seller
how do i reach this dealer,contact_seller
please give owner contact details,contact_seller
i would like to speak with the dealer,contact_seller
can i have the dealer number,contact_seller
provide contact details of seller,contact_seller
i need seller mobile number,contact_seller
can you share seller email,contact_seller
i want to message the owner,contact_seller
help me contact the seller,contact_seller
how can i call the dealer,contact_seller
i need to contact this dealership,contact_seller
please connect me with dealership,contact_seller
can you arrange a call with seller,contact_seller
i want to email the seller,contact_seller
how can i speak to the dealer,contact_seller
share owner phone number,contact_seller
give me dealership contact info,contact_seller
i need contact of this car owner,contact_seller
can you provide seller details,contact_seller
how to reach car owner,contact_seller
please give me seller information,contact_seller
i would like dealer contact number,contact_seller
can you send me owner contact,contact_seller
i want to talk directly with seller,contact_seller
give contact number of dealer,contact_seller
please provide owner number,contact_seller
can i get seller contact information,contact_seller
how can i directly contact seller,contact_seller
i need to call the owner,contact_seller
please share dealer phone number,contact_seller
connect me to the dealership,contact_seller
i want to contact dealership,contact_seller
how can i get seller email address,contact_seller
please provide dealership email,contact_seller
i need seller contact urgently,contact_seller
can i contact the seller today,contact_seller
i would like seller phone details,contact_seller
please send dealer contact number,contact_seller
i want to reach out to the owner,contact_seller
how can i contact this seller directly,contact_seller
provide me with dealer contact,contact_seller
i need to speak with the car owner,contact_seller
can you give me seller contact info,contact_seller
please give contact info of owner,contact_seller
i want seller communication details,contact_seller
can you help me reach the dealer,contact_seller
share dealer mobile number,contact_seller
i would like to contact this dealer,contact_seller
how can i talk to the owner,contact_seller
please arrange contact with seller,contact_seller
give me contact details of dealership,contact_seller
i want the dealer email address,contact_seller
can you share the owner number,contact_seller
help me get in touch with seller,contact_seller
i need to contact the car dealer,contact_seller
please provide the owner contact info,contact_seller
i want to call the dealership,contact_seller
can i get the seller contact now,contact_seller
how do i speak to seller directly,contact_seller
please give me the contact of dealer,contact_seller
i need seller contact details immediately,contact_seller
connect me with the car owner,contact_seller
can you give me dealer phone details,contact_seller
i would like to call the seller,contact_seller
please send seller contact information,contact_seller
i need the owner contact number,contact_seller
how can i message the dealer,contact_seller
please provide seller phone details,contact_seller
i want to contact the vehicle owner,contact_seller
can you connect me with dealer,contact_seller
give me contact of this seller,contact_seller
i need to email the dealer,contact_seller
please share seller phone contact,contact_seller
i want dealership phone number,contact_seller
how can i reach the dealership,contact_seller
can i contact the owner directly,contact_seller
please give dealer contact details,contact_seller
i need contact information for seller,contact_seller
connect me with car dealership,contact_seller
how can i talk with dealer,contact_seller
share seller contact number,contact_seller
i would like seller email details,contact_seller
please provide car owner contact,contact_seller
i want to reach dealer immediately,contact_seller
can you share dealership contact info,contact_seller
help me contact car owner,contact_seller
i need to reach seller by phone,contact_seller
please provide dealer mobile number,contact_seller
i want to talk with dealership,contact_seller
can you give owner contact details,contact_seller
i would like dealership email address,contact_seller
please connect me to car seller,contact_seller
i need dealer contact urgently,contact_seller
can i get owner email address,contact_seller
share car dealer contact,contact_seller
i want to get in touch with owner,contact_seller
please give seller communication details,contact_seller
i need dealership contact information,contact_seller
connect me to the vehicle owner,contact_seller
can you provide dealer email address,contact_seller
i would like to contact this car owner,contact_seller
please share seller direct contact,contact_seller
i need seller contact right now,contact_seller
how can i reach car dealer,contact_seller
please send dealer contact info,contact_seller
i want to call this seller,contact_seller
can i get dealership phone number,contact_seller
share owner direct contact,contact_seller
i would like seller phone info,contact_seller
please give contact info of dealer,contact_seller
i need to contact dealership today,contact_seller
can you arrange contact with owner,contact_seller
i want seller phone details now,contact_seller
please provide owner communication details,contact_seller
i need dealer contact now,contact_seller
connect me with seller please,contact_seller
can i have contact of owner,contact_seller
share seller email contact,contact_seller
i would like to reach dealership,contact_seller
please give me dealer information,contact_seller
i need seller contact number today,contact_seller
can you provide contact of car dealer,contact_seller
i want to speak with owner directly,contact_seller
please share dealership phone details,contact_seller
i need car seller contact urgently,contact_seller
connect me to dealership contact,contact_seller
can i get seller direct contact,contact_seller
i want to contact owner by phone,contact_seller
please provide dealer direct contact,contact_seller
i need to talk with seller today,contact_seller
share dealership contact number,contact_seller
i would like owner phone number,contact_seller
please connect me with the owner,contact_seller
i need to contact seller immediately,contact_seller
can you share car owner contact info,contact_seller
i want to call dealer right now,contact_seller
please provide seller mobile number,contact_seller
i need dealership phone details,contact_seller
connect me with dealer phone,contact_seller
can i speak with dealership,contact_seller
i want to reach car seller now,contact_seller
please send seller phone number,contact_seller
i need owner contact info now,contact_seller
can you give dealership contact,contact_seller
can you lower the price,negotiate_price
is the price negotiable,negotiate_price
can i get a discount,negotiate_price
final price please,negotiate_price
what is your best price,negotiate_price
can we negotiate the price,negotiate_price
is there any discount available,negotiate_price
reduce the price please,negotiate_price
can you give me a better deal,negotiate_price
last price of the car,negotiate_price
best offer you can give,negotiate_price
price negotiation possible,negotiate_price
can we talk about price,negotiate_price
is this the final price,negotiate_price
any room for negotiation,negotiate_price
can you adjust the price,negotiate_price
price seems high can you reduce,negotiate_price
looking for a lower price,negotiate_price
can you offer discount,negotiate_price
negotiate car price,negotiate_price
what is lowest price,negotiate_price
can you make it cheaper,negotiate_price
asking for discount,negotiate_price
better price possible,negotiate_price
final offer please,negotiate_price
can you do better on the price,negotiate_price
is that your best deal,negotiate_price
can you give me a special price,negotiate_price
can you reconsider the price,negotiate_price
is there flexibility in the price,negotiate_price
can we settle on a lower amount,negotiate_price
would you accept a lower offer,negotiate_price
can you improve the price,negotiate_price
any chance for a better price,negotiate_price
is there any price flexibility,negotiate_price
can we work something out on price,negotiate_price
can you match a lower price,negotiate_price
can you reduce it a little,negotiate_price
can you drop the price slightly,negotiate_price
can you make the deal sweeter,negotiate_price
are you open to negotiation,negotiate_price
can you give me your lowest quote,negotiate_price
is there any room to move on price,negotiate_price
can you adjust the amount,negotiate_price
is this price fixed,negotiate_price
is the price firm or negotiable,negotiate_price
can you lower it a bit,negotiate_price
i was expecting a lower price,negotiate_price
this seems expensive can you adjust,negotiate_price
can you offer something better,negotiate_price
any special discount for me,negotiate_price
can you give me a final discount,negotiate_price
can you reconsider your quote,negotiate_price
can you revise the price,negotiate_price
i need a better price to proceed,negotiate_price
can you give me a competitive price,negotiate_price
is there a promotional price,negotiate_price
can you offer a cash discount,negotiate_price
if i pay today can you reduce it,negotiate_price
can you lower the amount if i pay upfront,negotiate_price
can you give me a better offer today,negotiate_price
what is the absolute lowest you can go,negotiate_price
can we agree on a smaller amount,negotiate_price
would you consider lowering the price,negotiate_price
can you reduce the asking price,negotiate_price
i am looking for a better deal,negotiate_price
can you make the price more reasonable,negotiate_price
is there any margin for negotiation,negotiate_price
can we finalize at a lower price,negotiate_price
i need a discount to move forward,negotiate_price
can you bring the price down,negotiate_price
is this negotiable at all,negotiate_price
can you offer me your best deal,negotiate_price
is that your final quote,negotiate_price
can you give a limited time discount,negotiate_price
can you reduce it if i book now,negotiate_price
can we close the deal at a lower price,negotiate_price
i want a better price before deciding,negotiate_price
can you offer a loyalty discount,negotiate_price
is there a festival discount,negotiate_price
can you offer me something extra for this price,negotiate_price
can you add value or lower price,negotiate_price
can we negotiate face to face,negotiate_price
would you take a slightly lower amount,negotiate_price
is the listed price negotiable,negotiate_price
i am not satisfied with the price,negotiate_price
this price is too high,negotiate_price
can you give me some concession,negotiate_price
please reconsider the amount,negotiate_price
can you reduce the total cost,negotiate_price
is there any room for discount,negotiate_price
can you adjust your pricing,negotiate_price
i was hoping for a lower quote,negotiate_price
can we discuss the price further,negotiate_price
is there any flexibility at all,negotiate_price
can you improve your offer,negotiate_price
please lower the asking amount,negotiate_price
is this your lowest possible price,negotiate_price
can we renegotiate the price,negotiate_price
i need a more affordable price,negotiate_price
can you reduce the cost slightly,negotiate_price
i am expecting a better deal,negotiate_price
can you provide a revised quote,negotiate_price
is there any negotiation window,negotiate_price
can you make the offer more attractive,negotiate_price
please offer a discount,negotiate_price
can you decrease the price,negotiate_price
is the amount negotiable,negotiate_price
can we agree on a better price,negotiate_price
this seems overpriced can you adjust,negotiate_price
i would like a better quotation,negotiate_price
can you reconsider the final amount,negotiate_price
is there any seasonal discount,negotiate_price
can you reduce the overall price,negotiate_price
i am looking for some price reduction,negotiate_price
can we make it a little cheaper,negotiate_price
can you lower the total amount,negotiate_price
please give me your best final offer,negotiate_price
can you adjust it to fit my budget,negotiate_price
i would like some flexibility in pricing,negotiate_price
is there any negotiation possibility,negotiate_price
can you offer any price relief,negotiate_price
can we make a better deal,negotiate_price
i need a slight price adjustment,negotiate_price
can you revise the final price,negotiate_price
please make it more affordable,negotiate_price
can you reconsider this cost,negotiate_price
is there any way to lower the price,negotiate_price
i would appreciate a discount,negotiate_price
can you make the pricing flexible,negotiate_price
is the asking amount negotiable,negotiate_price
can you offer me a reduced rate,negotiate_price
please provide your lowest possible offer,negotiate_price
can you bring it within my budget,negotiate_price
i need a better price point,negotiate_price
is the quoted price final,negotiate_price
can we discuss a discount,negotiate_price
i want to negotiate the final amount,negotiate_price
can you lower the price tag,negotiate_price
is there any best price available,negotiate_price
can you reduce the payment amount,negotiate_price
please adjust the quotation,negotiate_price
can you offer a reduced final price,negotiate_price
is there any special pricing available,negotiate_price
can you make it a bit more affordable,negotiate_price
i would like to negotiate this price,negotiate_price
can we reduce the cost slightly,negotiate_price
is there room to reduce the price,negotiate_price
can you offer me a better rate,negotiate_price
please give me a discounted price,negotiate_price
can we settle for less,negotiate_price
is there any flexibility on the final price,negotiate_price
can you provide a better discount,negotiate_price
is financing available for this car,financing_options
can you provide loan support,financing_options
are there installment options,financing_options
can i get a bank loan for this vehicle,financing_options
what is the down payment amount,financing_options
how much is the monthly payment,financing_options
can i finance this purchase,financing_options
are car loans accepted here,financing_options
what banks do you work with,financing_options
do you provide emi plans,financing_options
can i split the payment monthly,financing_options
is there a zero down payment option,financing_options
are flexible payment plans available,financing_options
can i pay over 5 years,financing_options
loan tenure options please,financing_options
what interest rates apply,financing_options
can i apply for financing today,financing_options
is pre approval available,financing_options
can you help with loan approval,financing_options
does this car qualify for financing,financing_options
are there low interest loans,financing_options
what is the minimum down payment,financing_options
can i finance with my bank,financing_options
is installment purchase possible,financing_options
do you support hire purchase,financing_options
how long is the repayment period,financing_options
can i choose repayment duration,financing_options
monthly finance breakdown please,financing_options
is financing mandatory,financing_options
can i combine loan and cash,financing_options
what are the finance requirements,financing_options
can i get financing without guarantor,financing_options
is there quick loan approval,financing_options
are student loans accepted,financing_options
can i finance with low credit score,financing_options
is financing available for used cars,financing_options
are there special finance offers,financing_options
can i finance 100 percent of price,financing_options
what documents are required for loan,financing_options
can i get a finance quotation,financing_options
is there an emi calculator available,financing_options
can i adjust monthly installment amount,financing_options
are balloon payments allowed,financing_options
can i pay biweekly installments,financing_options
can i refinance later,financing_options
what happens if i miss a payment,financing_options
are early repayments allowed,financing_options
is there penalty for early closure,financing_options
can i get a custom finance plan,financing_options
what is the finance processing fee,financing_options
is insurance included in financing,financing_options
can i finance accessories too,financing_options
can i add warranty into loan,financing_options
is there dealership financing,financing_options
can i negotiate loan terms,financing_options
what is the maximum loan amount,financing_options
can i pay small down payment,financing_options
are interest free installments available,financing_options
can i get corporate financing,financing_options
can business buy on loan,financing_options
do you provide in house financing,financing_options
can i get same day loan approval,financing_options
what is the approval process,financing_options
is collateral required,financing_options
can i finance with zero interest,financing_options
are there seasonal finance deals,financing_options
can i pay monthly or quarterly,financing_options
can i choose emi start date,financing_options
is there grace period for loan,financing_options
what is finance eligibility criteria,financing_options
can i finance partially,financing_options
is lease to own available,financing_options
can i extend loan duration,financing_options
what happens after loan completion,financing_options
is documentation support provided,financing_options
can i get flexible emi schedule,financing_options
are there cashback finance offers,financing_options
can i finance without down payment,financing_options
is online loan application possible,financing_options
can i apply finance through dealership,financing_options
can i check loan status online,financing_options
are there hidden charges in financing,financing_options
can i get lower emi plan,financing_options
is finance available for luxury cars,financing_options
can i combine two income sources for loan,financing_options
can self employed apply for loan,financing_options
is salary proof required,financing_options
can i pay deposit first and loan later,financing_options
are there weekend loan approvals,financing_options
can i pre close loan anytime,financing_options
what is finance interest calculation method,financing_options
can i get detailed emi schedule,financing_options
are there promotional financing schemes,financing_options
can i finance new and used cars both,financing_options
is there loyalty finance discount,financing_options
can i apply for finance online,financing_options
is finance available immediately,financing_options
can i lower emi by increasing tenure,financing_options
what is the maximum repayment period,financing_options
can i switch banks during loan,financing_options
is there a processing time,financing_options
can i check eligibility first,financing_options
is credit check required,financing_options
can i finance without credit history,financing_options
are co applicants allowed,financing_options
can spouse co sign loan,financing_options
is advance emi required,financing_options
can i choose fixed or variable interest,financing_options
are there finance calculators available,financing_options
is documentation fee separate,financing_options
can i get lower interest rate,financing_options
what is annual percentage rate,financing_options
can i pay extra monthly to reduce tenure,financing_options
are there auto debit options,financing_options
can i get emi reminder service,financing_options
can i delay first installment,financing_options
are part payments allowed,financing_options
is refinance option available later,financing_options
can i upgrade vehicle during loan,financing_options
are there tax benefits on loan,financing_options
can i finance without income proof,financing_options
is lease financing cheaper,financing_options
can i get flexible down payment,financing_options
are there bundled finance packages,financing_options
can i include registration fees in loan,financing_options
can i include insurance in emi,financing_options
is finance different for electric cars,financing_options
can i finance hybrid vehicles,financing_options
are there green finance options,financing_options
can i get student car loan,financing_options
is guarantor mandatory,financing_options
can i get quick emi approval,financing_options
what is minimum salary for loan,financing_options
can i finance with part time income,financing_options
are interest rates negotiable,financing_options
can i change emi date later,financing_options
are there seasonal zero interest offers,financing_options
can i check loan simulation,financing_options
can i finance without bank account,financing_options
are there digital signature options,financing_options
can i upload documents online,financing_options
is there a customer support for loan,financing_options
can i talk to finance advisor,financing_options
can i get finance pre approval letter,financing_options
are processing charges refundable,financing_options
can i finance with minimal paperwork,financing_options
is financing safe and secure,financing_options
can i pay down payment by card,financing_options
is loan approval guaranteed,financing_options
can i track loan application status,financing_options
are installment reminders sent monthly,financing_options
can i get multiple finance quotes,financing_options
can i cancel loan after approval,financing_options
is there a cooling period,financing_options
can i convert cash deal to finance,financing_options
is financing available nationwide,financing_options
can i finance through third party bank,financing_options
is financing faster than bank process,financing_options
can i negotiate interest rate,financing_options
i do not get it,fallback_help
this is unclear,fallback_help
can you explain that better,fallback_help
i still do not understand,fallback_help
that answer is confusing,fallback_help
this is not clear to me,fallback_help
can you simplify it,fallback_help
i am lost,fallback_help
i need clearer instructions,fallback_help
what do you mean,fallback_help
i need more clarification,fallback_help
that was not helpful,fallback_help
can you try again,fallback_help
please explain in simple words,fallback_help
i am not sure what you are saying,fallback_help
this does not make sense to me,fallback_help
can you break it down,fallback_help
i need more details,fallback_help
that response is unclear,fallback_help
please clarify your answer,fallback_help
i think i am missing something,fallback_help
this is too complicated,fallback_help
can you guide me step by step,fallback_help
i need better explanation,fallback_help
that does not answer my question,fallback_help
i am not satisfied with that answer,fallback_help
can you rephrase that,fallback_help
please say it differently,fallback_help
i do not follow,fallback_help
what are you talking about,fallback_help
this is confusing me,fallback_help
i am unsure what to do next,fallback_help
can you give me clearer directions,fallback_help
that explanation is not enough,fallback_help
can you explain again,fallback_help
i am having trouble understanding,fallback_help
this does not solve my problem,fallback_help
can you assist further,fallback_help
i need more support,fallback_help
this seems incorrect,fallback_help
are you sure about that,fallback_help
i am not convinced,fallback_help
that sounds wrong,fallback_help
i think something is off,fallback_help
can you check that again,fallback_help
please double check your answer,fallback_help
this is not helpful,fallback_help
i expected something else,fallback_help
that is not what i asked,fallback_help
you misunderstood me,fallback_help
i meant something different,fallback_help
this is unrelated,fallback_help
that is not relevant,fallback_help
please stay on topic,fallback_help
can you answer my question properly,fallback_help
that was vague,fallback_help
your answer is too general,fallback_help
i need a specific answer,fallback_help
this is not working,fallback_help
why is this not working,fallback_help
something is broken,fallback_help
there seems to be an issue,fallback_help
i am facing a problem,fallback_help
this is not responding correctly,fallback_help
can you fix this,fallback_help
i am getting an error,fallback_help
it is not functioning properly,fallback_help
i need troubleshooting help,fallback_help
what should i do now,fallback_help
what is the next step,fallback_help
i am stuck at this point,fallback_help
can you walk me through it,fallback_help
please guide me properly,fallback_help
i am having difficulties,fallback_help
this process is confusing,fallback_help
i am overwhelmed,fallback_help
can you slow down,fallback_help
please explain carefully,fallback_help
i need detailed instructions,fallback_help
this is too fast,fallback_help
can you start from the beginning,fallback_help
i do not know where to begin,fallback_help
please restart the explanation,fallback_help
i am new to this,fallback_help
this is my first time,fallback_help
can you help a beginner,fallback_help
i need beginner guidance,fallback_help
can you show an example,fallback_help
please provide an example,fallback_help
can you demonstrate,fallback_help
that was not clear enough,fallback_help
i need a better explanation,fallback_help
can you elaborate,fallback_help
i need clarification on that,fallback_help
this part is confusing,fallback_help
i am not clear about this,fallback_help
could you clarify that part,fallback_help
that explanation is incomplete,fallback_help
please explain in detail,fallback_help
i am still confused,fallback_help
can you explain step by step,fallback_help
i do not understand the process,fallback_help
what exactly do you mean,fallback_help
this is not making sense,fallback_help
can you explain why,fallback_help
please give more information,fallback_help
i need more context,fallback_help
this answer is too short,fallback_help
can you expand on that,fallback_help
that did not resolve my doubt,fallback_help
i still have questions,fallback_help
this is unclear to me,fallback_help
can you help me understand,fallback_help
please make it simpler,fallback_help
i cannot follow this,fallback_help
this seems wrong,fallback_help
are you sure this is correct,fallback_help
this does not seem right,fallback_help
please clarify the mistake,fallback_help
i am confused about this step,fallback_help
what did i do wrong,fallback_help
can you explain the mistake,fallback_help
this is not what i expected,fallback_help
why is this happening,fallback_help
can you explain the reason,fallback_help
i am unsure about the result,fallback_help
please explain the outcome,fallback_help
this is not helpful at all,fallback_help
can you provide better assistance,fallback_help
i am disappointed with this answer,fallback_help
this is frustrating,fallback_help
can you assist properly,fallback_help
please give a clear response,fallback_help
i need help urgently,fallback_help
this is urgent please assist,fallback_help
i need immediate help,fallback_help
can you help right now,fallback_help
this is not clear enough,fallback_help
please clarify everything,fallback_help
i am confused by your response,fallback_help
can you give a clearer answer,fallback_help
this is too technical,fallback_help
can you explain in simple language,fallback_help
i do not understand technical terms,fallback_help
please explain without jargon,fallback_help
this is difficult to understand,fallback_help
can you simplify your answer,fallback_help
i am having trouble following along,fallback_help
please slow down and explain,fallback_help
i need assistance with this issue,fallback_help
this is not solving my issue,fallback_help
can you provide better guidance,fallback_help
i need a proper explanation,fallback_help
this is confusing and unclear,fallback_help
please clarify your response,fallback_help
i am not getting the point,fallback_help
can you explain the main idea,fallback_help
i need additional explanation,fallback_help
that does not answer properly,fallback_help
i need more detailed help,fallback_help
can you make it clearer,fallback_help
this is not enough information,fallback_help
please provide full explanation,fallback_help
